DATE,y_true
1990-01-01,230.83673602588186
1990-02-01,263.42123498373763
1990-03-01,260.10538377418936
1990-04-01,266.5467011587625
1990-05-01,282.9414481735946
1990-06-01,273.6686830555028
1990-07-01,281.14786033497006
1990-08-01,282.5963717027204
1990-09-01,282.4791132529996
1990-10-01,267.62483064438334
1990-11-01,266.0342510062766
1990-12-01,278.3990217416242
1991-01-01,316.7128884230745
1991-02-01,342.7934048579542
1991-03-01,407.4252194945995
1991-04-01,383.1016830913678
1991-05-01,407.979924536326
1991-06-01,415.1094304811667
1991-07-01,487.34503847552764
1991-08-01,456.5258410211906
1991-09-01,431.68411897523293
1991-10-01,412.82129981997804
1991-11-01,348.9052850649757
1991-12-01,332.46845675527936
1992-01-01,312.7593313959503
1992-02-01,317.3027226146096
1992-03-01,326.26390035788546
1992-04-01,382.39683907128705
1992-05-01,411.48587711943856
1992-06-01,394.6868546423877
1992-07-01,369.42381908705073
1992-08-01,381.90997216513574
1992-09-01,344.7527418350701
1992-10-01,399.04418379993126
1992-11-01,435.032256054547
1992-12-01,421.1621307832058
1993-01-01,366.55031776025385
1993-02-01,408.99624414850064
1993-03-01,403.83740957149104
1993-04-01,443.5541890724184
1993-05-01,393.9276899409287
1993-06-01,374.2117317959307
1993-07-01,374.25821939000014
1993-08-01,375.9042889399789
1993-09-01,360.63006639757583
1993-10-01,378.5533803867061
1993-11-01,350.1050442747256
1993-12-01,342.2396836929893
1994-01-01,347.8624263232948
1994-02-01,362.5052147216672
1994-03-01,381.82006854268474
1994-04-01,351.93409732110433
1994-05-01,307.6531130834478
1994-06-01,343.0987969075494
1994-07-01,351.0192075469995
1994-08-01,328.98477865866516
1994-09-01,376.03975701407114
1994-10-01,378.2667109205442
1994-11-01,415.2452310963732
1994-12-01,417.1409217057318
1995-01-01,486.1175835978373
1995-02-01,552.4421238940721
1995-03-01,543.752317448342
1995-04-01,580.080477630891
1995-05-01,607.5626486261983
1995-06-01,659.3975811483293
1995-07-01,621.3054518618402
1995-08-01,649.9814698926227
1995-09-01,693.7618387173385
1995-10-01,619.9380954680016
1995-11-01,571.833835174144
1995-12-01,498.12786528052726
1996-01-01,488.2386791706198
1996-02-01,516.0756266034971
1996-03-01,572.2668460771563
1996-04-01,575.9205320516701
1996-05-01,639.9951591979401
1996-06-01,583.4763505564188
1996-07-01,517.0608734943619
1996-08-01,513.9088515633989
1996-09-01,529.506157281859
1996-10-01,529.1233182521571
1996-11-01,453.94550199089815
1996-12-01,451.06233629273527
1997-01-01,408.37855864520634
1997-02-01,430.5130188689452
1997-03-01,441.6588457817985
1997-04-01,412.76600320627557
1997-05-01,394.5582861491453
1997-06-01,363.8917737088626
1997-07-01,362.8261405174594
1997-08-01,392.6193144784912
1997-09-01,360.80864263269336
1997-10-01,375.54564388490354
1997-11-01,358.93207622647014
1997-12-01,337.0649664695828
1998-01-01,333.7593040901512
