DATE,MGDP_logdiff_pred
1990-04-01,-0.14136232435703278
1990-05-01,0.3281804025173187
1990-06-01,-0.2195345163345337
1990-07-01,0.007430087309330702
1990-08-01,0.005729612894356251
1990-09-01,0.003638108726590872
1990-10-01,0.0008168881176970899
1990-11-01,-0.0005250097601674497
1990-12-01,0.0005519147380255163
1991-01-01,0.04025274142622948
1991-02-01,-0.021486056968569756
1991-03-01,-0.003881266573444009
1991-04-01,-0.02503669448196888
1991-05-01,-0.0038143822457641363
1991-06-01,-0.008057132363319397
1991-07-01,0.04732666164636612
1991-08-01,0.08459855616092682
1991-09-01,-0.10806123912334442
1991-10-01,0.002410939894616604
1991-11-01,-0.005492442287504673
1991-12-01,0.004860804416239262
1992-01-01,-0.017967713996767998
1992-02-01,0.032038696110248566
1992-03-01,-0.028778227046132088
1992-04-01,0.03345327451825142
1992-05-01,-0.026457393541932106
1992-06-01,0.018410585820674896
1992-07-01,-0.00042206665966659784
1992-08-01,0.002214836422353983
1992-09-01,-5.724088987335563e-05
1992-10-01,-0.017628787085413933
1992-11-01,-0.010364163666963577
1992-12-01,0.010533980093896389
1993-01-01,2.1445544916787185e-05
1993-02-01,-0.0006135577568784356
1993-03-01,-0.0017700655153021216
1993-04-01,-0.09188457578420639
1993-05-01,0.0926322266459465
1993-06-01,0.007379365153610706
1993-07-01,-0.005332371685653925
1993-08-01,-0.0038908065762370825
1993-09-01,-0.013541235588490963
1993-10-01,0.008963952772319317
1993-11-01,0.0007198713137768209
1993-12-01,0.0030581243336200714
1994-01-01,0.0019357397686690092
1994-02-01,-0.0008081417181529105
1994-03-01,-0.00046672302414663136
1994-04-01,0.003368185833096504
1994-05-01,0.007815428078174591
1994-06-01,0.004021990578621626
1994-07-01,-0.0008737255120649934
1994-08-01,0.004943154286593199
1994-09-01,0.0020104197319597006
1994-10-01,0.04174279049038887
1994-11-01,-0.07068545371294022
1994-12-01,0.01631164737045765
1995-01-01,-0.0010707596084102988
1995-02-01,-0.003308574203401804
1995-03-01,0.013955235481262207
1995-04-01,-0.00831135269254446
1995-05-01,-0.010281680151820183
1995-06-01,0.0022626793943345547
1995-07-01,0.009966405108571053
1995-08-01,-0.006282884161919355
1995-09-01,0.008385848253965378
1995-10-01,-0.0012223644880577922
1995-11-01,0.0017265068599954247
1995-12-01,0.008226404897868633
1996-01-01,0.0017543805297464132
1996-02-01,-0.008225766010582447
1996-03-01,0.003108134726062417
1996-04-01,-0.011612719856202602
1996-05-01,-0.004164730664342642
1996-06-01,0.010580227710306644
1996-07-01,0.018980076536536217
1996-08-01,-0.016514852643013
1996-09-01,-0.020227989181876183
1996-10-01,-0.014655906707048416
1996-11-01,0.08407491445541382
1996-12-01,-0.04930097982287407
1997-01-01,-0.0038509343285113573
1997-02-01,0.00892399251461029
1997-03-01,-0.01833054982125759
1997-04-01,0.0029201286379247904
1997-05-01,-0.00783943198621273
1997-06-01,0.009420385584235191
1997-07-01,-0.008227401413023472
1997-08-01,0.0028279752004891634
1997-09-01,0.0032680206932127476
1997-10-01,-0.0021229651756584644
1997-11-01,-0.003718322841450572
1997-12-01,-0.006450763437896967
1998-01-01,0.006963771302253008
1998-02-01,0.002700547222048044
1998-03-01,0.007905934937298298
1998-04-01,-0.020870624110102654
1998-05-01,0.040842205286026
1998-06-01,-0.027727756649255753
1998-07-01,-0.005604374222457409
1998-08-01,-0.002763104857876897
1998-09-01,0.0031105258967727423
1998-10-01,-0.000541705812793225
1998-11-01,0.001255909795872867
1998-12-01,0.00017389346612617373
1999-01-01,-0.0035357296001166105
1999-02-01,0.0037892749533057213
1999-03-01,0.004890231881290674
1999-04-01,0.018549811094999313
1999-05-01,0.005978756584227085
1999-06-01,0.015065556392073631
1999-07-01,-0.03379618749022484
1999-08-01,0.08343322575092316
1999-09-01,-0.09768762439489365
1999-10-01,0.05290985107421875
1999-11-01,0.01018521562218666
