DATE,MGDP_logdiff_pred
1990-01-01,0.0005595307447947562
1990-02-01,0.0003398600092623383
1990-03-01,0.0022158061619848013
1990-04-01,-0.00027730094734579325
1990-05-01,-6.6173288360005245e-06
1990-06-01,2.9286769859027117e-05
1990-07-01,-0.06163574010133743
1990-08-01,-0.005380592308938503
1990-09-01,0.05573306977748871
1990-10-01,-0.0004389484238345176
1990-11-01,0.003511629067361355
1990-12-01,0.007326999679207802
1991-01-01,0.0007963559473864734
1991-02-01,-0.0031184207182377577
1991-03-01,-0.0010257564717903733
1991-04-01,0.0008791747386567295
1991-05-01,0.001296926406212151
1991-06-01,0.0008076028898358345
1991-07-01,0.001659480156376958
1991-08-01,0.00820646621286869
1991-09-01,-0.0037895548157393932
1991-10-01,0.0002720914490055293
1991-11-01,-0.003752235323190689
1991-12-01,-0.004662036430090666
1992-01-01,-0.005575187504291534
1992-02-01,-0.001341459690593183
1992-03-01,-0.010343105532228947
1992-04-01,0.01111821923404932
1992-05-01,0.009016145952045918
1992-06-01,-0.001635254709981382
1992-07-01,-5.755281448364258
1992-08-01,6.8089165687561035
1992-09-01,-1.0490342378616333
1992-10-01,-0.0029927536379545927
1992-11-01,0.02814009226858616
1992-12-01,-0.03713183104991913
1993-01-01,0.0024727326817810535
1993-02-01,0.002917446894571185
1993-03-01,0.000998019240796566
1993-04-01,0.012014483101665974
1993-05-01,-0.00760274613276124
1993-06-01,-0.0027670578565448523
1993-07-01,-0.003566963830962777
1993-08-01,-7.826166256563738e-05
1993-09-01,-0.006344713270664215
1993-10-01,0.006596196908503771
1993-11-01,0.003914287779480219
1993-12-01,0.0007614837377332151
1994-01-01,0.011315829120576382
1994-02-01,-0.02823236770927906
1994-03-01,0.006838896311819553
1994-04-01,0.0066468254663050175
1994-05-01,0.004915182013064623
1994-06-01,-0.0023634806275367737
1994-07-01,-0.0011250454699620605
1994-08-01,-0.001792483264580369
1994-09-01,-0.003630362916737795
1994-10-01,0.040701527148485184
1994-11-01,-0.017932437360286713
1994-12-01,-0.008161465637385845
1995-01-01,-0.00040246438584290445
1995-02-01,-0.002309463918209076
1995-03-01,0.001237157266587019
1995-04-01,-5.337474794941954e-05
1995-05-01,5.5296142818406224e-05
1995-06-01,0.00010416613076813519
1995-07-01,-0.0216599702835083
1995-08-01,-0.003134962869808078
1995-09-01,0.016254838556051254
1995-10-01,0.0011341854697093368
1995-11-01,0.0001749007496982813
1995-12-01,0.000753631757106632
1996-01-01,-1.2947085451742169e-05
1996-02-01,0.0646025612950325
1996-03-01,-0.08703254163265228
1996-04-01,-0.003139512613415718
1996-05-01,0.002328130416572094
1996-06-01,0.02538110874593258
1996-07-01,-0.0007643427234143019
1996-08-01,-0.0032760046888142824
1996-09-01,-0.0014032780891284347
1996-10-01,0.0008992404327727854
1996-11-01,-0.003210807917639613
1996-12-01,0.0003179235791321844
1997-01-01,-0.0006007572519592941
1997-02-01,-0.0002478703099768609
1997-03-01,-1.6171444485735265e-06
1997-04-01,0.0002960197161883116
1997-05-01,0.0003211945004295558
1997-06-01,-0.00012553713168017566
1997-07-01,-0.0011878293007612228
1997-08-01,-0.025872819125652313
1997-09-01,0.025609470903873444
1997-10-01,-9.654998575570062e-05
1997-11-01,0.0010141870006918907
1997-12-01,0.0004916811012662947
1998-01-01,-0.0052421120926737785
1998-02-01,-0.0055828089825809
1998-03-01,0.0006134493160061538
1998-04-01,0.003731817239895463
1998-05-01,0.0009468289208598435
1998-06-01,0.007087589707225561
1998-07-01,0.0027308803983032703
1998-08-01,0.0003069601079914719
1998-09-01,-0.00024425392621196806
1998-10-01,0.0033953047823160887
1998-11-01,-0.0032888364512473345
1998-12-01,-0.003373214043676853
1999-01-01,-1.3282624422572553e-07
1999-02-01,-5.043493729317561e-07
1999-03-01,-6.107508738750766e-07
1999-04-01,0.008967035450041294
1999-05-01,0.0006445101462304592
1999-06-01,-0.019879434257745743
1999-07-01,0.03835168853402138
1999-08-01,-0.00867478922009468
1999-09-01,-0.02596518211066723
1999-10-01,-0.000994084170088172
1999-11-01,0.008977244608104229
1999-12-01,0.007316257804632187
2000-01-01,0.001344157732091844
2000-02-01,-0.004001499619334936
2000-03-01,0.0017553052166476846
2000-04-01,-0.009389620274305344
2000-05-01,-0.002792932093143463
2000-06-01,-0.0029125018045306206
2000-07-01,-0.0003296298091299832
2000-08-01,-0.0005267999367788434
2000-09-01,0.0004577432991936803
2000-10-01,0.15135371685028076
2000-11-01,-0.7537220120429993
2000-12-01,0.6247652173042297
2001-01-01,-0.006473506800830364
2001-02-01,-0.005124782677739859
2001-03-01,-0.0030315734911710024
2001-04-01,0.06065622717142105
2001-05-01,-0.004745239391922951
2001-06-01,-0.043149471282958984
2001-07-01,0.0015631618443876505
2001-08-01,-0.01750221662223339
2001-09-01,0.0021507416386157274
2001-10-01,0.001603448297828436
2001-11-01,-0.002972446847707033
2001-12-01,-8.76371341291815e-05
2002-01-01,0.003349105129018426
2002-02-01,0.0019493605941534042
2002-03-01,0.01861271634697914
2002-04-01,-0.011515690945088863
2002-05-01,0.0021655531600117683
2002-06-01,-0.010825611650943756
2002-07-01,0.0013181542744860053
2002-08-01,0.0020942320115864277
2002-09-01,-0.0009254213073290884
2002-10-01,0.0004016689781565219
2002-11-01,-0.00048306252574548125
2002-12-01,0.0012063897447660565
2003-01-01,0.0060076359659433365
2003-02-01,-0.00767994811758399
2003-03-01,-0.004369004629552364
2003-04-01,-0.0006334622157737613
2003-05-01,0.003003767691552639
2003-06-01,3.651383303804323e-05
2003-07-01,-0.09205609560012817
2003-08-01,0.05217676982283592
2003-09-01,0.04548599570989609
2003-10-01,-0.0069575528614223
2003-11-01,-0.004328206647187471
2003-12-01,-0.0028748491313308477
2004-01-01,0.00013435271102935076
2004-02-01,0.0005048963939771056
2004-03-01,0.00022031646221876144
2004-04-01,-0.0013370957458391786
2004-05-01,-0.0009218038176186383
2004-06-01,-0.0007676312234252691
2004-07-01,0.0023206560872495174
2004-08-01,0.007435329724103212
2004-09-01,0.0016047777608036995
2004-10-01,-0.007915573194622993
2004-11-01,-0.0035228454507887363
2004-12-01,0.0037593452725559473
2005-01-01,-0.005027345381677151
2005-02-01,0.0038999770767986774
2005-03-01,0.007321323733776808
2005-04-01,0.0014323247596621513
2005-05-01,-0.004016517195850611
2005-06-01,-0.001728591276332736
2005-07-01,0.0012595501029863954
2005-08-01,-0.0012354922946542501
2005-09-01,-0.0006637285696342587
2005-10-01,0.009144474752247334
2005-11-01,0.001234665047377348
2005-12-01,-0.0016259315889328718
2006-01-01,-0.0009684545802883804
2006-02-01,0.0019063148647546768
2006-03-01,-0.0005269524408504367
2006-04-01,4.917445949104149e-06
2006-05-01,-0.00021513586398214102
2006-06-01,-4.709831773652695e-05
2006-07-01,-0.007421474903821945
2006-08-01,-0.005752129014581442
2006-09-01,0.0005136355175636709
2006-10-01,0.0026348757091909647
2006-11-01,0.004406011663377285
2006-12-01,0.0019764353055506945
2007-01-01,0.001138864317908883
2007-02-01,0.003239844460040331
2007-03-01,0.0031399729195982218
2007-04-01,-0.0024270196445286274
2007-05-01,-0.0061283474788069725
2007-06-01,-0.010327929630875587
2007-07-01,-0.0014013631734997034
2007-08-01,-0.006375819444656372
2007-09-01,-0.004900588653981686
2007-10-01,0.060065872967243195
2007-11-01,-0.0007203574641607702
2007-12-01,-0.02859761193394661
2008-01-01,-0.002064713276922703
2008-02-01,-0.005147704388946295
2008-03-01,-0.00788326095789671
2008-04-01,-0.00025176050257869065
2008-05-01,-3.1867955840425566e-05
2008-06-01,0.0030409079045057297
2008-07-01,-0.02597562037408352
2008-08-01,-0.0003038773138541728
2008-09-01,0.037902165204286575
2008-10-01,-0.006195141468197107
2008-11-01,-0.006970173213630915
2008-12-01,0.007313571870326996
2009-01-01,-0.0001291484950343147
2009-02-01,-9.772041084943339e-05
2009-03-01,-7.934099994599819e-05
2009-04-01,0.010427458211779594
2009-05-01,-0.06537646800279617
2009-06-01,0.04449537396430969
2009-07-01,-0.0010268893092870712
2009-08-01,0.0007534935139119625
2009-09-01,0.005492459516972303
2009-10-01,0.0013930096756666899
2009-11-01,0.001362751005217433
2009-12-01,-0.0006180449854582548
2010-01-01,-0.0005371192819438875
2010-02-01,-0.0010690124472603202
2010-03-01,0.0010113412281498313
2010-04-01,0.06068616732954979
2010-05-01,-0.01816640980541706
2010-06-01,-0.02398536540567875
2010-07-01,-0.0007038630428723991
2010-08-01,-0.00396625604480505
2010-09-01,-0.0024023137520998716
2010-10-01,-0.007351933047175407
2010-11-01,0.0053920382633805275
2010-12-01,-0.004196664318442345
2011-01-01,-0.0016111901495605707
2011-02-01,-0.005084994249045849
2011-03-01,0.002637583529576659
2011-04-01,-0.05864427238702774
2011-05-01,0.03767799213528633
2011-06-01,0.03164926916360855
2011-07-01,0.0010883744107559323
2011-08-01,0.000584188848733902
2011-09-01,-0.003362823510542512
2011-10-01,-3.706409552250989e-05
2011-11-01,-0.0012595520820468664
2011-12-01,-0.0002814893960021436
2012-01-01,0.0024263127706944942
2012-02-01,-0.003518622135743499
2012-03-01,-0.007442844565957785
2012-04-01,0.009845168329775333
2012-05-01,0.0009510850650258362
2012-06-01,-0.003857578616589308
2012-07-01,-0.003610610030591488
2012-08-01,-0.0009927846258506179
2012-09-01,0.0019938775803893805
2012-10-01,-0.0001210347909363918
2012-11-01,-0.00020444593974389136
2012-12-01,-0.000373287737602368
2013-01-01,-7.935752250887163e-07
2013-02-01,-0.0012245511170476675
2013-03-01,-0.002169683575630188
2013-04-01,0.01039457693696022
2013-05-01,0.007225430570542812
2013-06-01,-0.012847294099628925
2013-07-01,0.0004977708449587226
2013-08-01,-0.008140146732330322
2013-09-01,0.0020110660698264837
2013-10-01,-0.0005178027204237878
2013-11-01,-0.0003580269403755665
2013-12-01,-9.124230564339086e-05
2014-01-01,-0.0030208358075469732
2014-02-01,-0.00989618431776762
2014-03-01,0.004633914213627577
2014-04-01,-0.002500317059457302
2014-05-01,0.015320834703743458
2014-06-01,0.0039029959589242935
2014-07-01,0.004820737987756729
2014-08-01,-0.00012632932339329273
2014-09-01,0.003439749591052532
2014-10-01,-0.008623682893812656
2014-11-01,0.0011012760223820806
2014-12-01,0.00480699585750699
2015-01-01,-0.00553150987252593
2015-02-01,-0.0020533581264317036
2015-03-01,0.002375668613240123
2015-04-01,-0.001925078104250133
2015-05-01,-0.0017546104500070214
2015-06-01,-0.00011178939894307405
2015-07-01,0.00014621297304984182
2015-08-01,4.523538154899143e-05
2015-09-01,-0.0008854235638864338
2015-10-01,-0.030928082764148712
2015-11-01,0.17217326164245605
2015-12-01,-0.1286408007144928
2016-01-01,0.024669479578733444
2016-02-01,0.02843407914042473
2016-03-01,-0.07408095896244049
2016-04-01,0.0023404541425406933
2016-05-01,0.0002678081509657204
2016-06-01,1.754685763444286e-05
2016-07-01,-0.00022318639094009995
2016-08-01,0.0017159306444227695
2016-09-01,0.0041997735388576984
2016-10-01,0.013103656470775604
2016-11-01,0.04346751421689987
2016-12-01,-0.038533322513103485
2017-01-01,-0.007580370642244816
2017-02-01,-0.0023953819181770086
2017-03-01,-0.009060483425855637
2017-04-01,-0.0026166094467043877
2017-05-01,-0.0007148453732952476
2017-06-01,1.4001257113704924e-05
2017-07-01,-6.533029954880476e-05
2017-08-01,0.0020889185834676027
2017-09-01,0.0010431262198835611
2017-10-01,-0.00529780238866806
2017-11-01,0.010690605267882347
2017-12-01,0.003172729630023241
2018-01-01,-0.0008390355505980551
2018-02-01,-0.00551455095410347
2018-03-01,0.0031241122633218765
2018-04-01,-0.0006514266133308411
2018-05-01,-0.0046776337549090385
2018-06-01,0.008410436101257801
2018-07-01,-0.0017101893899962306
2018-08-01,-0.005161370150744915
2018-09-01,-0.00480487197637558
2018-10-01,-0.01835855096578598
2018-11-01,0.026328496634960175
2018-12-01,0.001992642180994153
2019-01-01,-0.02939007245004177
2019-02-01,-0.0017920242389664054
2019-03-01,0.013712724670767784
2019-04-01,0.015320721082389355
2019-05-01,0.006690263282507658
2019-06-01,-0.004162521101534367
2019-07-01,0.003205210203304887
2019-08-01,-0.0015755424974486232
2019-09-01,-0.00506561016663909
2019-10-01,0.0007874610018916428
2019-11-01,-0.003847395069897175
2019-12-01,-0.004683937411755323
