DATE,X_0,X_1,X_2,X_3,X_4,Y_q
1990-01-01,0.4967141530112327,0.5193465142411723,0.3078017688920592,-0.3486521344078592,0.6628812686674127,306.02515940327316
1990-02-01,-0.13826430117118466,1.5327389130025777,-1.7101683926566253,-0.3492577043184288,1.173473857485325,
1990-03-01,0.6476885381006925,-0.1087601484568576,-1.348185422105713,-0.3216350512173826,0.18102155870370695,
1990-04-01,1.5230298564080254,0.40171172209894146,0.743264094022715,2.076747983560841,-1.2968319479558466,296.1751104258756
1990-05-01,-0.23415337472333597,0.6901439917111125,0.17086543812794186,0.38193545223155334,0.3996879517526416,
1990-06-01,-0.23413695694918055,-0.40122047188583626,-0.18398333635267913,0.43004164719106963,-0.651356893791829,
1990-07-01,1.5792128155073915,0.22409248181041677,0.01843393306539316,1.0302834540318422,-0.5286166817497568,301.19222373809737
1990-08-01,0.7674347291529088,0.01259240078179486,0.34758170536167105,0.23878915902651351,0.5863640187550933,
1990-09-01,-0.4694743859349521,0.09767609854883172,-0.5397596803093615,-0.2590421458207031,1.2382830714336357,
1990-10-01,0.5425600435859647,-0.7730097838554665,-0.7783047254023127,-0.19634984908497827,0.02127157673606165,301.4464749128123
1990-11-01,-0.46341769281246226,0.024510174258942696,0.19584525509768155,-0.07160125941406395,0.3088330125989638,
1990-12-01,-0.46572975357025687,0.4979982912454495,-0.978372777615032,-0.03722223650984159,1.702214944635238,
1991-01-01,0.24196227156603412,1.4511436077950417,0.40825275571447184,0.7276295436369798,0.24075317948856825,305.9671943207662
1991-02-01,-1.913280244657798,0.9592708260852069,-1.7025836042378404,0.05194588580729943,2.601683114180395,
1991-03-01,-1.7249178325130328,2.1531824575115563,1.0291556373256436,0.7326400772155792,0.5655096456315442,
1991-04-01,-0.5622875292409727,-0.7673475628880495,0.472597482413043,-0.08071658010858232,-1.7607627591558177,294.88034926537443
1991-05-01,-1.0128311203344238,0.8723206367206782,0.25602973431387566,0.07863519031609059,0.7533416211045325,
1991-06-01,0.3142473325952739,0.18334200573835174,0.9826909839455139,-1.9982006845321076,0.38115838488277776,
1991-07-01,-0.9080240755212111,2.1898029332176723,1.6654744444625766,0.9163276747024814,1.2897527540827458,302.00200268250467
1991-08-01,-1.4123037013352917,-0.8082982853551515,1.0143700650181304,0.3464884758979927,0.6731813512699585,
1991-09-01,1.465648768921554,-0.8397218421807761,-1.8408742313316453,0.9980101098596522,-0.13845598398377382,
1991-10-01,-0.22577630048653566,-0.5993926454440222,-1.2795769667357015,-2.8962553781936893,-1.2242982362893657,302.5398338431294
1991-11-01,0.06752820468792384,-2.123895724309807,-0.6248185776956788,2.0883747047807275,-0.2090232572860252,
1991-12-01,-1.4247481862134568,-0.525755021680761,0.026091050210833786,-0.13958962815517376,-0.8505204542092998,
1992-01-01,-0.5443827245251827,-0.759132661553698,0.517659020469123,1.1081828167375165,-0.5805234498047227,298.1228671840097
1992-02-01,0.11092258970986608,0.15039378647620763,-0.7257438131534656,-1.0399059271255309,0.5885784044206096,
1992-03-01,-1.1509935774223028,0.34175597577715944,0.18676676447707832,0.6127739050625697,1.6699045043514062,
1992-04-01,0.37569801834567196,1.8761708392158862,-0.7553829323533225,-1.0534155631736561,0.3946715298229811,305.7941534708367
1992-05-01,-0.600638689918805,0.9504238381860503,-0.6115178029919482,-0.6237689606958051,-1.1958830620351844,
1992-06-01,-0.2916937497932768,-0.5769036556624031,-1.4066610968482223,1.9140313538667861,0.4446026682201407,
1992-07-01,-0.6017066122293969,-0.898414671348358,-0.9232332461109043,-0.19068240076334658,1.196631486645651,306.3253288373479
1992-08-01,1.8522781845089378,0.4919191715065057,-1.3516846056163336,0.21743287317972287,-0.6097829043193822,
